input,best_output,score
msn是谁发明的？,上海。021是上海的电话区号,0.63671875
nba哪年创立的,约翰逊。8月14日——埃尔文·约翰逊，美国nba球星，绰号“魔术师”。,0.64453125
nba的雷霆队的前身是哪个队?,西雅图超音速队。推荐答案雷霆队的前身是西雅图超音速队今年球队搬迁到俄克拉荷玛州改名为俄克拉荷玛雷霆队2008年9月3日早晨，随着俄克拉荷马的原超音速队召开新闻发布会，宣布了自己的新队名——雷霆,0.70703125
00971是哪个国家的区号,86。从国外打往中国的电话，拨0086+区号+电话号码就可以了,0.74609375
李易峰是哪里人？,王岳伦。李湘现在的老公是著名导演王岳伦,0.7421875
千万里我追寻着你这首《千万次的问》的原唱是内地那位男歌手?,刘若英。《一辈子的孤单》原唱刘若英,0.75390625
"今年的伦敦奥运会上,孙杨获得了400米什么泳的冠军?",孙杨。朴泰桓在400米自由泳上近年来是世界上最强的运动员之一，他在上届奥运会上是金牌得主，这次是他的卫冕之战，赛前他的教练放出豪言说他能打破200米自由泳的世界纪录，而在400米预赛上由于一点误会被取消资格后有重返赛场，后来孙杨夺冠，韩国媒体...,0.78515625
"""后来我终于学会了如何去爱""这句歌词出自哪位女歌手的代表歌曲《后来》?",刘若英。《一辈子的孤单》原唱刘若英,0.7578125
中国哪一年发射了第一颗地球同步静止轨道卫星？,"1984。能，1984年4月8日,长征三号火箭成功地发射了中国第一颗地球同步静止轨道卫星,使中国成为全球少数几个掌握这项技术的国家之一",0.8125
明代的那位皇帝废除了中国的宰相制度?,康熙。历史执政最久的皇帝是康熙皇帝,0.734375
南非世界杯吉祥物叫什么,扎库米。南非世界杯吉祥物小豹子扎库米2006年德国世界杯的吉祥物名叫“高里奥六世（goleovi）”,0.734375
nh3溶于水呈什么性,碱性。nh3溶于水形成nh4oh，成碱性,0.90625
啥时候是平安夜啊,12月24日。12月24日晚上，就是平安夜，记得吃苹果啊，平平安安的,0.734375
巴西主教练是谁？,巴西。巴西5次获得世界杯冠军是获得世界杯最多的国家,0.62890625
太阳属于什么星,恒星。太阳属于【恒星】一个【星系】中大约有2千多亿颗【恒星】,0.7265625
首先验证了大气压强存在的是实验是什么？,马德堡半球实验。推荐答案首先验证了大气压强存在的是实验是（马德堡半球实验）,0.89453125
中国最后一位皇帝是谁,康熙。历史执政最久的皇帝是康熙皇帝,0.80078125
合力叉车是哪里生产的。,安徽。安徽合力生产的叉车是不可能从出厂编号上看出出厂日期的，也不可能在车身上任何地方看到出厂日期,0.6796875
"《倚天屠龙记》中,围剿光明顶的六大门派分别是:武当、少林、峨眉、华山、昆仑和哪个门派?",崆峒。少林，武当，峨眉，昆仑，崆峒，华山六大派为主力还有巨鲸帮，海沙派、神拳门、丐帮、三门帮、巫山帮、五凤刀、断魂枪等帮派在六大派退后，攻上光明顶，迫使明教退入地道！参考资料：《倚天屠龙记》,0.80859375
漫画，三毛流浪记，的作者是谁,张乐平。推荐答案漫画家张乐平创作的连续性漫画《三毛》,0.78515625
"哪位领导人从小就立志""为中华之崛起而读书""?",周恩来。周恩来从小志高，12岁就发出“为中华之崛起而读书”的誓言,0.84375
手机牌子vivo的中文名字是什么,上海。021是上海的电话区号,0.6640625
充气轮胎的发明者是哪里人？,莱特兄弟。世界上公认的第一架实用飞机的发明者是美国的什么人？莱特兄弟,0.68359375
仙剑三是哪个公司开发的,吴承恩。西游记的作者是吴承恩,0.6015625
2014年国庆节几月几日放假,"3天。今年“五一”节全国各地放假3天,时间为5月1日至3日",0.79296875
洗照片用的纸叫什么啊？,新闻纸。报纸都是用新闻纸来印刷的，你说的只是比较好一点的新闻纸而已,0.66015625
门徒上古天乐的老婆是谁演的？,孙佳奇。武媚娘传奇萧蔷的扮演是孙佳奇,0.7578125
"传统婚礼中,人们习惯吧新人完婚的新房称之为什么?",洞房。很久以前，人们习惯地把新人完婚的新房称作“洞房”。,0.859375
"三国时期,吴国的哪位名将娶了美女小乔?",周瑜。史书中称小桥，是中国汉末三国时期的女性，乔公的次女，东吴名将周瑜的妻子。,0.78515625
贝利是哪国人,巴西。巴西5次获得世界杯冠军是获得世界杯最多的国家,0.6484375
"建安文学的代表""三曹""是曹氏父子曹操、曹丕还有谁?",曹植。曹操、曹丕、曹植合称三曹，是建安时代最为优秀的诗人。,0.86328125
"谁与苗侨伟、黄日华、汤镇业、刘德华并称为""香港无线五虎将""?",梁朝伟。无线五虎指的是80年代香港电视圈的五位当家小生——刘德华，梁朝伟，黄日华，苗侨伟，汤镇业。,0.875
"我过古代科举制度考试,殿试第一名为状元,第二名榜眼,第三名叫什么?","状元。自宋代起,沿用旧称,以殿试第一甲第一名为状元",0.828125
竹子刚从土里长出味道鲜美可以做菜的嫩芽叫什么?,竹笋。竹子初从土里长出的嫩芽，味鲜美，可以做菜，也叫“竹笋”。,0.87890625
哪位科学家曾在比萨斜塔上做过自由落体运动的试验?,伽利略。人们游览斜塔，不会忘记1590年，年轻的物理学家伽利略曾在斜塔上做了著名的自由落体实验。,0.83984375
世界七大奇迹之一的空中花园是古代哪个国家的?,巴比伦。巴比伦空中花园，是世界八大奇迹之一，又称悬园。,0.8515625
遭到英法联军的洗劫和焚毁的哪座皇家园林?,圆明园。接着英法联军洗劫并焚毁了北京西郊举世闻名的皇家园林圆明园，占领了北京。,0.84765625
"进化论的奠基人,物种起源的作者是谁?",达尔文。这本轰动一时的新书就是《物种起源》，它是进化论的奠基人达尔文的第一部巨著。,0.78515625
两弹包括原子弹和什么？,氢弹。现在的两弹一星指的是：两弹导弹和原子弹、氢弹，一星就是人造地球卫星,0.80859375
"电影《2012》中,用来拯救人类的方舟,建在哪个地区?",西藏。电影《2012》中，拯救人类的诺亚方舟基地位于西藏一个叫“卓明谷”的地方；建造诺亚方舟的任务也是由中国人来完成的，而且电影中表示“在最短的时间内制造人类的诺亚方舟的任务只有中国才能完成”。,0.77734375
“我以我血荐轩辕”是谁的誓言,"鲁迅。为了表示与满清统治斗争到底、献身祖国解放事业的决心,鲁迅毅然剪掉象征种族压迫的辫子,并存照题诗,发出“我以我血荐轩辕”的庄严誓言",0.66796875
青春小说《左耳》、《沙漏》作者是谁?,严歌苓。《金陵十三钗》，严歌苓著中篇小说。,0.75390625
"成语""上善若水""出自哪部道家名著?",道德经。“上善若水”这四个字，出自于老子的《道德经》第八章第一句，“上善若水，水善利万物而不争…….”它的字面含义是：最善者的品行，如同水一样，可以滋养与造福万物，却不与万物争任何东西……,0.75
著有文学随笔《人生若只如初见》、《当时只道是寻常》的女作者是谁?,安意如。从《人生若只如初见》《当时只道是寻常》《思无邪》《陌上花开缓缓归》直到《陌上花开》，只有在安意如的传述中，才真真切切地感受到了古典与现代也是可以找到契合点的。,0.75390625
"1917年复辟的""辫子军""的统帅是谁?",张勋。复辟举动1917年张勋组织辫子军，于北京拥护宣统帝溥仪，复辟清朝（史称张勋复辟），但只持续12天而终。,0.79296875
月亮自转一周大约是地球上的多少天？,27天。月亮自转一周大约是地球上的27天,0.9296875
近代西洋歌剧产生于十六世纪末的哪一个国家？,意大利。十六至十七世纪之交，歌剧诞生于意大利，这是文艺复兴时期音乐艺术发展的结果,0.84375
阿基米德生于哪里？,意大利。公元前287年，阿基米德诞生于西西里岛(sicilia)的叙拉古(syracuse)(今意大利锡拉库萨),0.7265625
中国的理发业多尊崇谁为他们的祖师爷？,吕洞宾。”相传吕洞宾曾理过发，旧时民间理发店多供奉吕洞宾为祖师爷,0.7890625
李时珍用多少年写成医学巨著“本草纲目”？,27年。《本草纲目》是明朝医学家李时珍27年心血的结晶,0.87890625
生坏血病是因为缺少：,维生素a。缺乏维生素a会引起夜盲症,0.82421875
九大行星中，距离太阳最远的是哪一颗行星？,木星。木星是距太阳的第五颗行星，并且是太阳系九大行星中最大的一颗,0.875
医生处方中tid的意思是：,每日三次。tid即threetimesaday也就是每日三次的意思……,0.7734375
瑞士的首都是哪个城市?,布鲁塞尔。欧盟总部设在比利时首都布鲁塞尔。,0.6796875
老残游记作者是谁?,吴承恩。西游记的作者是吴承恩,0.72265625
人身上运动幅度最大的关节是什么关节？,肩关节。肩关节为全身最灵活的球窝关节，可作屈，伸、收、展、旋转及环转运动,0.7109375
阳新是在哪个省？,湖南。岳阳（湖南省辖市）,0.77734375
代表作有《伪君子》、《悭吝人》、《唐璜》的是哪位法国著名作家?,莫里哀。1664-1668年，是莫里哀的创作高峰阶段，主要剧作有《伪君子》（1664）、《唐璜》（1665）、《吝啬鬼》（1668）等。,0.79296875
梁朝伟和刘嘉玲08年的婚礼在哪个亚洲小国举办的?,朱丽倩。2008年，6月23日刘德华与朱丽倩在美国拉斯维加斯注册结婚。,0.78125
"钢琴是乐器之王,哪种弦乐器是乐器之后?",小提琴。人们口中所说的乐器之王就是钢琴，而乐器之后是小提琴，乐器王子是古典吉他。,0.84375
晋朝人车胤在袋子里装什么昆虫用来照明看书?,萤火虫。囊萤映雪：囊萤和映雪分别指晋朝车胤和孙康利用萤火虫的光和雪的反光刻苦读书的故事。,0.796875
我国第一个举起社会主义大旗的是哪个人?,李大钊。1917年，俄国十月社会主义革命胜利后，李大钊宣传十月革命，在中国第一次举起了社会主义的大旗，从而使新文化运动有了新的发展，并提出《庶民的胜利》《布尔什维主义的胜利》。,0.6953125
"我们常说内行看门道,那么外行看什么?",热闹。（3）会飞、吃东西……（4）传热、导电……俗话说：“内行看门道，外行看热闹。,0.72265625
"成语""班门弄斧""中的""班""原指的是哪位古代人物?",鲁班。成语释义班门弄斧：班，指的是鲁班，又名公输班。,0.81640625
演唱过《看我七十二变》《舞娘》等歌曲的台湾女歌手是谁?,蔡依林。代表作：《看我七十二变》《舞娘》《myself》等专辑介绍亚洲天后蔡依林最新同名概念专辑《myself》一波三折。,0.76953125
"被誉为中国""硅谷""的是北京哪个地方?",中关村。中关村具有发展知识经济的明显优势和巨大潜力，被誉为“硅谷”。,0.72265625
"二十四节气中,表示春季到来是对应哪个节气?",立春。立春表示春季开始，万物有了勃勃生机，一年四季从此开始了。,0.76953125
和服是哪个国家的民族服装?,日本。和服是日本传统民族服装的称呼。,0.84765625
"曾经是太阳系九大行星之一,如今被降级的是哪一个行星?",冥王星。1930年——海王星外新发现的一颗行星被命名为冥王星(2006年被排除在太阳系九大行星之外)。,0.80078125
太阳系中距离太阳最近的行星是哪一个?,水星。水星最接近太阳，是太阳系的八大行星中按前后顺序排名第一的行星。,0.8359375
"孔子是儒家学派的,那么老子是什么学派的?",道家。中国历史上著名的儒家学派创始人孔子、道家学派创始人老子，也是在春秋末期这个社会大变革时代产生的。,0.7421875
青莲居士是谁？,李白。”&amp;#91;2&amp;#93;青莲：李白号青莲居士。,0.703125
用来鉴定亲子关系的脱氧核糖核酸的缩写是哪三个英文字母?,dna。亲子鉴定是根据dna（脱氧核糖核酸）是人身体内细胞的原子物质.每个原子有46个染色体，另外，男性的精子细胞和妇人的卵子，各有23个染色体，当精子和卵子结合的时候.这46个原子染色体就制造一个生命，来判断亲子关系的,0.7265625
恋爱中戒指应该戴哪根手指,无名指。戴在食指上——想结婚，即表示求婚；戴在中指上——已在恋爱中；戴在无名指上——已经订婚或结婚；戴在小指上——表示独身,0.73828125
第一届世界杯哪个国家获胜了?,西班牙。西班牙最终获得了2010年南非世界杯冠军。,0.796875
周瑜的字是什么？,苏。江苏省简称为“苏”,0.67578125
中国十大元帅的第三位,陈云。1935年5月创建了红军最早的航空训练班的将领是陈云,0.6796875
tvb现在谁是老板|？,王岳伦。李湘现在的老公是著名导演王岳伦,0.671875
李白哪代,刘邦。推荐答案汉高祖即刘邦,0.67578125
最大的细胞是什么？,浮游生物。海洋中最多的生物是？:浮游生物,0.6875
《麦田里的守望者》的作者是哪位美国作家?,海明威。《乞力马扎罗的雪》是当代美国著名小说家海明威最具代表性的作品之一,0.74609375
五大连池风景区位于我国哪个省?,黑龙江省。齐齐哈尔为黑龙江省省会。,0.7421875
洪湖是我国哪个省的湖泊?,湖南。岳阳（湖南省辖市）,0.76953125
鲁迅小说《故事新编》中的人物，大多是历史上有脸有面的大人物。其中，墨子出自小说,故乡。闰土，鲁迅小说《故乡》中的人物，现实原型章闰水。,0.76953125
"甲午战争后,清政府签订了哪个不平等条约?",马关条约。甲午一战，中国被日本打败，签订了屈辱的《马关条约》。,0.87890625
"儒家典籍""四书""指的是《论语》《孟子》《中庸》和哪部经典?",论语。四书《大学》《中庸》和《论语》《孟子》一起合称为四书，为儒家传道、授业的基本教材。,0.8671875
《简爱》和《呼啸山庄》的作者是什么关系？,姐妹。《简爱》的作者夏洛蒂·勃朗特及她的姐妹艾米莉·勃朗特、安·勃朗特被誉为“勃朗特三姐妹”，她们都著有传世之作，如《简爱》、《爱玛》、《呼啸山庄》等,0.77734375
我国的《史记》分五部:本纪、表、书、世家和哪一部?,列传。体例内部结构《史记》分本纪、表、书、世家、列传五部分。,0.8671875
巴基斯坦的首都是哪座城市?,科伦坡。推荐答案斯里兰卡的首都是科伦坡,0.67578125
金庸的《书剑恩仇录》是他的第几部武侠小说？,"第一部。1955年,金庸的第一部武侠小说《书剑恩仇录》诞生了",0.84765625
衡山位于：,湖南。岳阳（湖南省辖市）,0.83203125
著有《假如给我三天光明》的是美国19世纪哪位盲聋女作家?,海伦·凯勒。《假如给我三天光明》是美国当代著名作家海伦·凯勒的代表作。,0.89453125
水稻所结的稻谷被去壳后称为什么?,大米。水稻所结子实即稻谷，去壳后称大米或米。,0.8359375
在日本无条件投降签降仪式上，代表中国签字的是谁？,徐永昌。中国军令部长徐永昌上将在商震将军陪同下代表中国在投降书上签字,0.77734375
古代每个月的十五又称为什么？,望。我国古代把农历每月初一叫“朔”，十五叫“望”，月末一天叫“晦”,0.75390625
海权论的作者是?,马汉。“海权论”理论美国海军理论家马汉于19世纪末期创立的,0.734375
世界上最深的淡水湖是：,贝加尔湖。贝加尔湖是亚欧大陆最大的淡水湖，也是世界上最深的蓄水量最大的湖,0.8125
女士结婚后，戒指该带在哪个手指上啊？,无名指。戴在食指上——想结婚，即表示求婚；戴在中指上——已在恋爱中；戴在无名指上——已经订婚或结婚；戴在小指上——表示独身,0.7421875
孙悟空的第一个师傅是谁,吴承恩。西游记的作者是吴承恩,0.76171875
中国第一个太监是谁？,康熙。历史执政最久的皇帝是康熙皇帝,0.74609375
清朝最后一个皇帝是谁,康熙。历史执政最久的皇帝是康熙皇帝,0.77734375
齐秦的姐姐是谁？,王岳伦。李湘现在的老公是著名导演王岳伦,0.734375
古巴比伦的成文法典是什么,汉谟拉比法典。两河流域古巴比伦《汉谟拉比法典》：该法典是迄今所发现的人类历史上第一部比较完备的成文法典，堪称世界之最,0.8203125
地球上最大的哺乳动物是什么》》？？具体点哈。,浮游生物。海洋中最多的生物是？:浮游生物,0.67578125
美国911炸的大楼是什么楼？,2001年9月11日。九一一袭击事件，简称“九一一事件”或“九一一”，是2001年9月11日发生在美国本土，通过劫持多架民航飞机冲撞摩天高楼的自杀式恐怖袭击,0.70703125
"""令媛""是我国古代对对方什么亲戚的尊称?","母亲。基本释义""念慈""是古代对对方亲属中母亲的一种称呼。",0.828125
911是哪一年,9月。被称为菊月的月份是9月,0.64453125
达尔文编写过什么巨著？,达尔文。这本轰动一时的新书就是《物种起源》，它是进化论的奠基人达尔文的第一部巨著。,0.74609375
汴梁是现在的哪个城市,苏。江苏省简称为“苏”,0.65625
最聪明的犬是什么品种,日本。推荐答案最早的校园歌曲是在日本出现的,0.65234375
中国农历的哪个节气有着北方吃饺子、南方吃汤圆的习俗?,冬至。在冬至节，中国北方有冬至日吃饺子的习俗，南方某些地方有冬至日吃汤圆、粉糍粑的习俗，传说在汉朝的医圣张仲景体念家乡乡民在寒冬中工作的辛苦，在冬至那天利用羊肉等祛寒的药材包在面皮中，作成耳朵的样子，给乡民们治病补身，这个药方的名字...,0.7265625
周恩来老婆叫什么名字,卓琳。邓小平的老婆就是卓琳啊，请问还想问什么呢,0.74609375
海洋中最多的生物是,浮游生物。海洋中最多的生物是？:浮游生物,0.859375
铅笔笔芯是用何种材料制成的？,磨擦剂。牙膏是在牙粉的基础上改进形成的，早期的牙粉主要用碳酸钙作为磨擦剂、以肥皂为表面活性剂,0.6015625
我国第一部用纪传体协作的通史是,纪传体通史。第一部纪传体史书是《史记》《史记》是中国历史上第一部纪传体通史，被人们称为“信史”，由西汉武帝时期的司马迁花了13年的时间所完成的,0.84375
明明白白我的心是由哪位男歌星和陈淑桦一起合唱的,刘若英。《一辈子的孤单》原唱刘若英,0.78515625
连百万之军，战必胜，攻必取说的是?,赵云。c赵云主要是因为入巴蜀时无败绩所给人称常胜将军,0.6875
《本草纲目》的作者是：,27年。《本草纲目》是明朝医学家李时珍27年心血的结晶,0.8046875
被西方人称为“音乐之都”是指：,奥地利。音乐之都奥地利首都维也纳是世界著名的音乐之都。,0.75390625
除了太阳之外，最亮的恒星是：,水星。推荐答案水星在太阳系中是第二小的行星，比月球大1/3，它同时也是最靠近太阳的行星,0.73046875
蝌蚪依靠什么器官呼吸。,"鳃。首先蝌蚪长出外鳃,用外鳃呼吸;接着长出内鳃(外鳃同时消失),用内鳃呼吸.再内鳃消失,长出肺.登陆后长成幼蛙,用肺呼吸,皮肤辅助呼吸,但要保持皮肤湿润,所以青蛙一般生活在湿润的,有水的地区.",0.640625
比长江还要长的河是,智利。世界上领土最狭长的国家是智利,0.7109375
美国有许多老人在退休以后向南方“阳光地带”迁移，其主要影响因素是,气候。美国老年人往往从东北的冷冻地带向南方的阳光地带迁移，为气候条件差异引起的人口迁移,0.84375
欧洲殖民者最早入侵的第一块大陆是(),非洲。非洲是欧洲殖民者最早入侵的第一块大陆，血腥的奴隶贸易是从非洲开始的,0.8203125
中国面积最大的岛屿是,台湾。台湾岛位于中国大陆东南部，面积3.6万平方公里，是我国面积最大的岛屿,0.8046875
宋朝开国皇帝是谁？,康熙。历史执政最久的皇帝是康熙皇帝,0.7421875
中岳嵩山分为太室山和少室山。少林寺在：,少室山。少林寺有“禅宗祖廷，天下第一名刹”之誉；是中国佛教禅宗祖庭，位于河南登封城西少室山,0.82421875
话剧〈雷雨〉是由谁创作的,曹禺。《雷雨》是曹禺先生1933年创作的优秀话剧剧本，是一部杰出的现实主义悲剧,0.7890625
阳春白雪和下里巴人源于什么时代？,战国。战国阳春白雪的典故来自《楚辞》中的《宋玉答楚王问》一文,0.75390625
高尔夫球名人赛于何年在奥古斯塔举办第一届比赛?,1934。美国高尔夫大师赛也成为高尔夫名人赛，第一届的名人赛是在1934年开打，迄今已有66年的历史，其间仅有1943-1945三年未举办，其余的63届皆有冠军产生,0.74609375
昔年有狂客，号尔谛仙人。笔落惊风雨，诗成泣鬼神。是纪念谁的文章呢？,李白。杜甫笔下的“笔落惊风雨，诗成泣鬼神”的标题《寄李十二白二十韵》赞扬的是李白寄李十二白二十韵[作者]杜甫[全文]昔年有狂客，号尔谪仙人,0.84765625
1885年，台湾正式建立行省，第一任巡抚是,刘铭传。1885年中法战争结束后，清政府鉴于台湾在国防上的重要地位，决定在台湾正式建立行省，刘铭传为台湾省第一任巡抚,0.8515625
文艺复兴时期主要的社会思潮是,意大利。14-15世纪欧洲最早出现资本主义萌芽的国家是意大利,0.75
欧洲最高峰在哪个国家,尼泊尔。珠穆朗玛峰位于我国与尼泊尔的交界处,0.6875
在古代，“爵”是一种什么器皿？,酒器。古代的一种饮酒器皿，类似于我们现在的酒杯，看有关秦代，汉代的电视剧或电影，里面的人喝酒的那种三足，杯上面有两个立柱的器皿，就是爵了,0.6640625
沉淀滴定法的基础是(),沉淀反应。沉淀滴定法以沉淀反应为基础的一种滴定分析方法其要求与其他滴定分析方法的要求基本一样1、沉淀物要有足够小的溶解度2、沉淀组成要稳定3、反应足够快速、完全，有精确的定量关系,0.66015625
原子弹的爆炸原理是,核裂变。原子弹是利用核裂变原理氢弹是利用核聚变原理而制造出氢弹前必须能造原子弹利用原子弹核裂变产生的巨大能量才能产生核聚变,0.7421875
名画“最后的晚餐”是谁的作品？,凡高。凡高最有名的作品无疑是画有16朵的《向日葵》,0.7109375
夜郎自大中“夜郎”指的是现在哪个地方？,贵州。黔驴技穷的黔，指贵州,0.734375
"90年代与小虎队齐名,由苏志威、蔡一杰、蔡一智组成的香港偶像组合叫?",草蜢。欣赏的男艺人：迈克尔杰克逊欣赏的女艺人：薇诺纳瑞德演艺经历苏志威是香港第一个动感演唱组合，草蜢(蔡一智、蔡一杰和苏志威三人组成的草蜢)的一员。,0.8203125
"1929年,邓小平等人在广西领导的武装起义叫什么名字?","百色起义。百色起义1929年12月11日，邓小平、陈豪人、张云逸等同志在广西百色组织领导的武装起义，创造了中国工农红军第七军，是在南昌起义、秋收起义、广州起义的影响和鼓舞下，中国共产党在广西少数民族地区实行""工农武装割据""的一次光辉实践",0.8046875
第一部《少年包青天》中包青天的扮演者是谁?,张定涵。武媚娘传奇中郑婉言是张定涵饰演,0.73046875
《乞力马扎罗的雪》的作者是：,海明威。《乞力马扎罗的雪》是当代美国著名小说家海明威最具代表性的作品之一,0.79296875
激流三部曲第二部是什么?,春。《激流三部曲》是长篇《家》《春》《秋》三部连续性小说的总称,0.75
人绝大部分的营养物质是在哪里被吸收的?,小肠。人体摄入的食物中，绝大多数的营养和水分是在（小肠）处被吸收的,0.85546875
古代的江表是指哪条江以外？,长江。江表泛指长江以南地区,0.80078125
红壳和白壳鸡蛋哪种营养价值高？,一样。用科学的眼光看，无论是红壳鸡蛋还是白壳鸡蛋，其营养价值都是一样的,0.8203125
强风是风力几级的风,6级。根据风力等级表，6级以上为强风,0.859375
国鸟是公鸡的国家是,郁金香。荷兰的国花是：郁金香,0.7265625
传热的方式有（）种。,三。热传递有三种方式：传导、对流和辐射,0.8515625
荷兰是国花是（）？,郁金香。荷兰的国花是：郁金香,0.87109375
古曲《高山流水》是用什么乐器演奏的？,古筝。高山流水最早是以古琴为演奏乐器没错，但最终以古筝为演奏乐器的高山流水更好的传承了下来,0.78515625
"成语""趋之若鹜'中的鹜指的是什么动物?",野鸭。“讳疾忌医”中的君王是指哪一位:蔡桓公37.成语...“初生之犊”的“犊”是指什么动物:小牛77.“长风...成语“趋之若鹜”中的“鹜”是哪一种动物:野鸭...,0.75390625
许海峰获得了中国第一枚奥运金牌，他是在什么项目获得的？,许海峰。中国第一个获得奥运会金牌的运动员是许海峰,0.90625
故宫建造耗时多久?,康熙。历史执政最久的皇帝是康熙皇帝,0.6953125
世界杯第二届的冠军,巴西。巴西5次获得世界杯冠军是获得世界杯最多的国家,0.80078125
岳阳楼在我国什么地方,湖南。岳阳（湖南省辖市）,0.765625
"灭亡南宋,建立了幅员辽阔的元朝的皇帝是谁?","赢政。秦朝是第一个统治中国的王朝,他的统治者是秦始皇赢政.西汉的建立者是刘邦宋朝的建立者是赵匡胤元朝的统治者是忽必烈明朝的统治者是朱元章",0.7734375
末代皇帝的年号为：,康熙。历史执政最久的皇帝是康熙皇帝,0.765625
"地球上低纬度地区海拔最低的冰川""梅里雪山""位于我国西南哪个省?",云南。玉龙雪山位于云南省丽江市玉龙纳西族自治县，是中国最南的雪山，也是横断山脉的沙鲁里山南段的名山，北半球最南的大雪山,0.796875
"冷战时期世界上有两个超级大国,一个是美国,另一个是?","苏联。二战后处于世界第二位的的确是苏联,在二战后,苏联并...但是由于冷战阶段的对抗,经济结构不稳定,最终美国以...恩,二战后有两个超级大国,一个是美国另一个是苏联...",0.8203125
纽卡斯尔联队属于欧洲五大足球联赛中的哪一个?,英超。纽卡斯尔联足球俱乐部（newcastleunitedfootballclub）是一家英格兰足球俱乐部，英格兰足球冠军联赛球队之一，成立于1881年，主场位于纽卡斯尔的圣詹姆斯公园球常纽卡斯尔联队是英格兰一支声名显赫的老牌劲旅，她不仅在英国而且在整个欧洲大...,0.76953125
"被尊称为""禅师"",执教球队获得了11次总冠军的总教练是谁?",6次。芝加哥公牛队公获得了6次总冠军（获总冠军年份：1991年、1992年、1993年、1996年、1997年、1998年）[在伟大的飞人乔丹和出色的小前锋皮蓬带领下，建立“公牛王朝”的辉煌时代，因此，他们俩都获得聊珍贵的6枚总冠军戒指！],0.73828125
治平元宝出自哪个朝代,宋朝。宋朝最早的纸币是北宋（960年-1127年）时期的“交子”,0.6796875
求一部电影名字，二战中一个犹太家庭被送进集中营，父亲为了不让儿子害怕，骗他说这是一场游戏。,《美丽人生》。意大利电影《美丽人生》讲述了意大利一对犹太父子被送进纳粹集中营，父亲不忍年仅五岁的儿子饱受惊恐，利用自己丰富的想像力扯谎说他们正身处一个游戏当中，必须接受集中营中种种规矩以换得分数赢取最后大奖,0.8359375
舌战群儒的主人公是谁,罗贯中。三国演义罗贯中，水浒传施耐庵,0.69921875
"三十年河东,三十年河西中的河指的是什么河?",黄河。“三十年河东，三十年河西”是一句民间谚语，来源是：从前黄河河道不固定，经常会改道（历史上无数次发生）,0.75
太阳系中体积最大的恒星是哪个？,木星。木星是距太阳的第五颗行星，并且是太阳系九大行星中最大的一颗,0.78125
现存九千三百多首，在我国文学史上首屈一指的多产南宋诗人是谁？,陆游。南宋诗人陆游（1125—1210），现存诗九千三百多首，在古代做诗的人中存留下来的诗数量仅次于乾隆皇帝,0.85546875
出至贵州的老干妈辣椒代言人是谁？,王岳伦。李湘现在的老公是著名导演王岳伦,0.71484375
少年中国说的作者是谁？,吴承恩。西游记的作者是吴承恩,0.69140625
化人口大国为人才强国，化人口压力为人才优势的关键是什么?,"教育。只有发展教育,才能化人口大国为人才强国,才能化人口压力为人才优势,才能从根本上提升民族的整体素质,增强我国的综合国力,才能在...",0.78125
钟子期和谁是知音？,"伯牙。俞伯牙和钟子期是(情投意合)的知音,是(心灵相通)的知音,是(无话不谈)的知音望采纳！",0.75
什么动物生完后代后母的会把公的吃了,卵生。鳄是爬行动物，全部是卵生，母鳄产卵后用湿草把卵掩盖住，利用草在腐败过程中产生的热量来孵化，这是因为爬行动物都是冷血动物，它们的体温随环境温度变化，难以给自己的卵提供孵化所需的温度，但是它们除了觅食的时候以外都会在卵旁边守候，以...,0.62890625
西双版纳最主要的少数民族是,越南。云南3个邻国是缅甸、老挝和越南。,0.7265625
围棋正中间的一点叫什么,围棋。琴棋书画的棋指的就是围棋。,0.703125
爱情公寓第二部中阿曼达是谁演的？,张静初。脱轨时代的女主角是张静初所饰演的许可望采纳,0.76171875
车牌号辽a是哪个城市的,苏。江苏省简称为“苏”,0.7265625
关公出自哪部名著?,罗贯中。三国演义罗贯中，水浒传施耐庵,0.76171875
"马骑亦兔行千里,刀偃青龙出五关指的是谁","关羽。关羽,为了寻兄刘备,保护两位皇嫂去找刘备,只有关羽一员大将所以称单骑,过五关斩六将可谓千里走单骑！",0.7578125
b细胞靠产生什么作战，这种方式称为？,抗体。（1）由以上分析可知，图1中①为抗原；②为抗原受体．（2）b细胞受到抗原刺激后，就会增殖、分化④浆细胞和记忆细胞，其中浆细胞能产生抗体．（3）b淋巴细胞所产生的免疫是体液免疫，体液免疫中主要依靠效应b细胞产生的抗体来作战．（4）当一个人被...,0.7578125
深圳西站属哪个区,深圳。0755，是广东省深圳区号,0.75
炎亚纶原名是什么?,王岳伦。李湘现在的老公是著名导演王岳伦,0.69921875
我国产煤的主要大省是哪里,山西。山西省煤矿分布最多,0.828125
"被铁块击中腹部仍强忍剧痛将车停稳安全疏散乘客,被称为""杭州最美司机""的是谁?",吴斌。2012年5月29日中午，吴斌在驾驶大客车行驶于沪宜高速时被迎面飞来的制动毂残片砸碎前窗玻璃后刺入腹部致肝脏破裂，但他仍强忍疼痛将车停稳，并提醒车内24名乘客安全疏散及报警,0.7890625
wto是哪个组织的称呼？,世界贸易组织。wto是世界贸易组织的缩写!w-worldt-tradeo-organization世界贸易组织（简称wto）成立于1995年1月1日，总部设在日内瓦,0.71484375
